Main Value,County,State
18.75,FRANKLIN,Kansas
23.42,GEARY,Kansas
16.67,GOVE,Kansas
19.05,GRAHAM,Kansas
23.26,GRANT,Kansas
13.04,GRAY,Kansas
46.15,GREELEY,Kansas
24.49,GREENWOOD,Kansas
40.0,HAMILTON,Kansas
28.0,HARPER,Kansas
24.9,HARVEY,Kansas
29.41,HASKELL,Kansas
16.67,HODGEMAN,Kansas
16.05,JACKSON,Kansas
21.09,JEFFERSON,Kansas
21.43,JEWELL,Kansas
20.87,JOHNSON,Kansas
30.77,KEARNY,Kansas
26.23,KINGMAN,Kansas
26.67,KIOWA,Kansas
17.29,LABETTE,Kansas
8.33,LANE,Kansas
26.8,LEAVENWORTH,Kansas
12.5,LINCOLN,Kansas
20.0,LINN,Kansas
7.14,LOGAN,Kansas
20.98,LYON,Kansas
26.44,MARION,Kansas
15.29,MARSHALL,Kansas
11.39,MCPHERSON,Kansas
11.54,MEADE,Kansas
16.89,MIAMI,Kansas
35.14,MITCHELL,Kansas
17.62,MONTGOMERY,Kansas
12.5,MORRIS,Kansas
14.29,MORTON,Kansas
15.0,NEMAHA,Kansas
21.37,NEOSHO,Kansas
16.67,NESS,Kansas
15.38,NORTON,Kansas
24.37,OSAGE,Kansas
16.67,OSBORNE,Kansas
20.83,OTTAWA,Kansas
14.71,PAWNEE,Kansas
15.52,PHILLIPS,Kansas
16.53,POTTAWATOMIE,Kansas
19.4,PRATT,Kansas
11.11,RAWLINS,Kansas
23.99,RENO,Kansas
16.33,REPUBLIC,Kansas
18.99,RICE,Kansas
16.17,RILEY,Kansas
11.11,ROOKS,Kansas
21.43,RUSH,Kansas
24.62,RUSSELL,Kansas
16.18,SALINE,Kansas
18.18,SCOTT,Kansas
19.82,SEDGWICK,Kansas
18.75,SEWARD,Kansas
19.59,SHAWNEE,Kansas
10.53,SHERIDAN,Kansas
26.79,SHERMAN,Kansas
23.91,SMITH,Kansas
20.0,STAFFORD,Kansas
0.0,STANTON,Kansas
21.62,STEVENS,Kansas
22.0,SUMNER,Kansas
33.33,THOMAS,Kansas
28.0,TREGO,Kansas
18.87,WABAUNSEE,Kansas
8.33,WALLACE,Kansas
17.74,WASHINGTON,Kansas
8.33,WICHITA,Kansas
19.23,WILSON,Kansas
11.76,WOODSON,Kansas
25.26,WYANDOTTE,Kansas
15.0,ADAIR,Kentucky
13.54,ALLEN,Kentucky
25.71,ANDERSON,Kentucky
43.21,BALLARD,Kentucky
23.66,BARREN,Kentucky
31.48,BATH,Kentucky
20.59,BELL,Kentucky
29.79,BOONE,Kentucky
24.36,BOURBON,Kentucky
29.24,BOYD,Kentucky
15.63,BOYLE,Kentucky
18.92,BRACKEN,Kentucky
27.45,BREATHITT,Kentucky
19.51,BRECKINRIDGE,Kentucky
23.25,BULLITT,Kentucky
21.15,BUTLER,Kentucky
21.59,CALDWELL,Kentucky
17.16,CALLOWAY,Kentucky
26.59,CAMPBELL,Kentucky
31.03,CARLISLE,Kentucky
31.11,CARROLL,Kentucky
29.89,CARTER,Kentucky
17.05,CASEY,Kentucky
27.95,CHRISTIAN,Kentucky
15.87,CLARK,Kentucky
30.88,CLAY,Kentucky
13.43,CLINTON,Kentucky
12.24,CRITTENDEN,Kentucky
20.93,CUMBERLAND,Kentucky
28.7,DAVIESS,Kentucky
22.92,EDMONSON,Kentucky
36.73,ELLIOTT,Kentucky
31.65,ESTILL,Kentucky
20.44,FAYETTE,Kentucky
23.29,FLEMING,Kentucky
20.95,FLOYD,Kentucky
21.94,FRANKLIN,Kentucky
25.0,FULTON,Kentucky
25.0,GALLATIN,Kentucky
12.66,GARRARD,Kentucky
29.49,GRANT,Kentucky
25.74,GRAVES,Kentucky
20.38,GRAYSON,Kentucky
9.3,GREEN,Kentucky
23.81,GREENUP,Kentucky
33.9,HANCOCK,Kentucky
25.14,HARDIN,Kentucky
24.22,HARLAN,Kentucky
20.59,HARRISON,Kentucky
19.32,HART,Kentucky
19.74,HENDERSON,Kentucky
25.64,HENRY,Kentucky
20.59,HICKMAN,Kentucky
26.52,HOPKINS,Kentucky
20.0,JACKSON,Kentucky
23.63,JEFFERSON,Kentucky
24.47,JESSAMINE,Kentucky
21.15,JOHNSON,Kentucky
28.98,KENTON,Kentucky
32.08,KNOTT,Kentucky
26.09,KNOX,Kentucky
25.64,LARUE,Kentucky
24.38,LAUREL,Kentucky
19.74,LAWRENCE,Kentucky
18.52,LEE,Kentucky
29.27,LESLIE,Kentucky
19.49,LETCHER,Kentucky
28.13,LEWIS,Kentucky
27.87,LINCOLN,Kentucky
21.43,LIVINGSTON,Kentucky
20.83,LOGAN,Kentucky
13.46,LYON,Kentucky
22.68,MADISON,Kentucky
22.73,MAGOFFIN,Kentucky
27.47,MARION,Kentucky
23.33,MARSHALL,Kentucky
22.73,MARTIN,Kentucky
17.86,MASON,Kentucky
29.09,MC CRACKEN,Kentucky
23.88,MC CREARY,Kentucky
26.42,MC LEAN,Kentucky
22.02,MEADE,Kentucky
25.58,MENIFEE,Kentucky
15.79,MERCER,Kentucky
11.63,METCALFE,Kentucky
18.75,MONROE,Kentucky
31.9,MONTGOMERY,Kentucky
15.09,MORGAN,Kentucky
29.48,MUHLENBERG,Kentucky
25.3,NELSON,Kentucky
23.26,NICHOLAS,Kentucky
35.14,OHIO,Kentucky
26.49,OLDHAM,Kentucky
31.71,OWEN,Kentucky
30.0,OWSLEY,Kentucky
31.37,PENDLETON,Kentucky
25.53,PERRY,Kentucky
25.0,PIKE,Kentucky
16.67,POWELL,Kentucky
23.67,PULASKI,Kentucky
12.5,ROBERTSON,Kentucky
23.53,ROCKCASTLE,Kentucky
35.21,ROWAN,Kentucky
26.79,RUSSELL,Kentucky
27.81,SCOTT,Kentucky
21.94,SHELBY,Kentucky
22.11,SIMPSON,Kentucky
21.21,SPENCER,Kentucky
30.67,TAYLOR,Kentucky
28.0,TODD,Kentucky
25.25,TRIGG,Kentucky
35.71,TRIMBLE,Kentucky
16.67,UNION,Kentucky
18.16,WARREN,Kentucky
27.27,WASHINGTON,Kentucky
15.97,WAYNE,Kentucky
21.62,WEBSTER,Kentucky
21.77,WHITLEY,Kentucky
12.9,WOLFE,Kentucky
16.04,WOODFORD,Kentucky
19.87,ACADIA,Louisiana
24.11,ALLEN,Louisiana
39.11,ASCENSION,Louisiana
19.35,ASSUMPTION,Louisiana
15.35,AVOYELLES,Louisiana
28.18,BEAUREGARD,Louisiana
26.76,BIENVILLE,Louisiana
23.26,BOSSIER,Louisiana
24.1,CADDO,Louisiana
26.65,CALCASIEU,Louisiana
28.0,CALDWELL,Louisiana
28.57,CAMERON,Louisiana
28.26,CATAHOULA,Louisiana
22.89,CLAIBORNE,Louisiana
23.81,CONCORDIA,Louisiana
23.65,DE SOTO,Louisiana
26.17,E. BATON ROUGE,Louisiana
25.0,EAST CARROLL,Louisiana
31.25,EAST FELICIANA,Louisiana
18.32,EVANGELINE,Louisiana
29.25,FRANKLIN,Louisiana
18.37,GRANT,Louisiana
24.15,IBERIA,Louisiana
33.33,IBERVILLE,Louisiana
28.09,JACKSON,Louisiana
27.82,JEFFERSON,Louisiana
19.89,JEFFRSON DAVIS,Louisiana
16.67,LA SALLE,Louisiana
18.82,LAFAYETTE,Louisiana
26.61,LAFOURCHE,Louisiana
21.46,LINCOLN,Louisiana
32.58,LIVINGSTON,Louisiana
29.63,MADISON,Louisiana
11.81,MOREHOUSE,Louisiana
25.27,NATCHITOCHES,Louisiana
25.18,ORLEANS,Louisiana
23.79,OUACHITA,Louisiana
46.34,PLAQUEMINES,Louisiana
33.33,POINTE COUPEE,Louisiana
22.87,RAPIDES,Louisiana
29.73,RED RIVER,Louisiana
19.2,RICHLAND,Louisiana
19.4,SABINE,Louisiana
24.71,ST. BERNARD,Louisiana
33.71,ST. CHARLES,Louisiana
44.44,ST. HELENA,Louisiana
23.88,ST. JAMES,Louisiana
21.21,ST. JOHN BAPTIST,Louisiana
24.11,ST. LANDRY,Louisiana
16.29,ST. MARTIN,Louisiana
30.7,ST. MARY,Louisiana
27.42,ST. TAMMANY,Louisiana
27.7,TANGIPAHOA,Louisiana
13.04,TENSAS,Louisiana
23.29,TERREBONNE,Louisiana
19.01,UNION,Louisiana
22.62,VERMILION,Louisiana
25.93,VERNON,Louisiana
14.71,W. BATON ROUGE,Louisiana
27.75,WASHINGTON,Louisiana
23.73,WEBSTER,Louisiana
22.81,WEST CARROLL,Louisiana
18.18,WEST FELICIANA,Louisiana
23.08,WINN,Louisiana
22.8,ANDROSCOGGIN,Maine
23.41,AROOSTOOK,Maine
19.59,CUMBERLAND,Maine
16.94,FRANKLIN,Maine
18.49,HANCOCK,Maine
18.33,KENNEBEC,Maine
17.05,KNOX,Maine
12.81,LINCOLN,Maine
20.5,OXFORD,Maine
23.36,PENOBSCOT,Maine
25.86,PISCATAQUIS,Maine
15.34,SAGADAHOC,Maine
19.26,SOMERSET,Maine
15.31,WALDO,Maine
22.66,WASHINGTON,Maine
19.45,YORK,Maine
23.76,ALLEGANY,Maryland
21.98,ANNE ARUNDEL,Maryland
22.23,BALTIMORE,Maryland
24.19,BALTIMORE CITY,Maryland
21.92,CALVERT,Maryland
24.88,CAROLINE,Maryland
17.92,CARROLL,Maryland
20.92,CECIL,Maryland
24.64,CHARLES,Maryland
26.16,DORCHESTER,Maryland
20.84,FREDERICK,Maryland
21.79,GARRETT,Maryland
20.29,HARFORD,Maryland
19.57,HOWARD,Maryland
22.31,KENT,Maryland
18.99,MONTGOMERY,Maryland
24.96,PRINCE GEORGES,Maryland
20.33,QUEEN ANNES,Maryland
25.15,SOMERSET,Maryland
23.45,ST. MARYS,Maryland
22.06,TALBOT,Maryland
21.96,WASHINGTON,Maryland
31.84,WICOMICO,Maryland
23.65,WORCESTER,Maryland
22.02,BARNSTABLE,Massachusetts
16.64,BERKSHIRE,Massachusetts
24.47,BRISTOL,Massachusetts
14.6,DUKES,Massachusetts
26.15,ESSEX,Massachusetts
17.63,FRANKLIN,Massachusetts
27.64,HAMPDEN,Massachusetts
18.51,HAMPSHIRE,Massachusetts
24.38,MIDDLESEX,Massachusetts
17.65,NANTUCKET,Massachusetts
23.5,NORFOLK,Massachusetts
23.91,PLYMOUTH,Massachusetts
23.78,SUFFOLK,Massachusetts
24.52,WORCESTER,Massachusetts
32.18,ALCONA,Michigan
13.51,ALGER,Michigan
22.55,ALLEGAN,Michigan
26.75,ALPENA,Michigan
17.42,ANTRIM,Michigan
20.83,ARENAC,Michigan
3.7,BARAGA,Michigan
26.79,BARRY,Michigan
23.34,BAY,Michigan
25.45,BENZIE,Michigan
27.22,BERRIEN,Michigan
19.72,BRANCH,Michigan
26.78,CALHOUN,Michigan
28.42,CASS,Michigan
15.68,CHARLEVOIX,Michigan
25.13,CHEBOYGAN,Michigan
22.17,CHIPPEWA,Michigan
26.11,CLARE,Michigan
28.51,CLINTON,Michigan
31.03,CRAWFORD,Michigan
21.48,DELTA,Michigan
19.53,DICKINSON,Michigan
27.49,EATON,Michigan
22.58,EMMET,Michigan
32.1,GENESEE,Michigan
20.25,GLADWIN,Michigan
19.82,GOGEBIC,Michigan
25.3,GRAND TRAVERSE,Michigan
30.65,GRATIOT,Michigan
19.09,HILLSDALE,Michigan
13.41,HOUGHTON,Michigan
21.4,HURON,Michigan
25.71,INGHAM,Michigan
22.86,IONIA,Michigan
16.57,IOSCO,Michigan
20.65,IRON,Michigan
22.94,ISABELLA,Michigan
20.2,JACKSON,Michigan
23.46,KALAMAZOO,Michigan
19.4,KALKASKA,Michigan
23.86,KENT,Michigan
13.04,KEWEENAW,Michigan
19.67,LAKE,Michigan
28.62,LAPEER,Michigan
22.66,LEELANAU,Michigan
20.09,LENAWEE,Michigan
25.89,LIVINGSTON,Michigan
30.56,LUCE,Michigan
18.39,MACKINAC,Michigan
26.38,MACOMB,Michigan
17.07,MANISTEE,Michigan
19.1,MARQUETTE,Michigan
21.02,MASON,Michigan
28.95,MECOSTA,Michigan
26.06,MENOMINEE,Michigan
20.89,MIDLAND,Michigan
20.0,MISSAUKEE,Michigan
25.55,MONROE,Michigan
24.21,MONTCALM,Michigan
26.73,MONTMORENCY,Michigan
29.88,MUSKEGON,Michigan
23.31,NEWAYGO,Michigan
23.81,OAKLAND,Michigan
21.99,OCEANA,Michigan
20.98,OGEMAW,Michigan
23.53,ONTONAGON,Michigan
30.71,OSCEOLA,Michigan
17.65,OSCODA,Michigan
19.38,OTSEGO,Michigan
22.24,OTTAWA,Michigan
20.3,PRESQUE ISLE,Michigan
26.56,ROSCOMMON,Michigan
27.49,SAGINAW,Michigan
24.72,SANILAC,Michigan
14.52,SCHOOLCRAFT,Michigan
23.51,SHIAWASSEE,Michigan
24.97,ST. CLAIR,Michigan
19.42,ST. JOSEPH,Michigan
21.43,TUSCOLA,Michigan
24.18,VAN BUREN,Michigan
22.34,WASHTENAW,Michigan
27.35,WAYNE,Michigan
22.87,WEXFORD,Michigan
15.87,AITKIN,Minnesota
23.74,ANOKA,Minnesota
23.19,BECKER,Minnesota
25.36,BELTRAMI,Minnesota
22.97,BENTON,Minnesota
13.51,BIG STONE,Minnesota
23.79,BLUE EARTH,Minnesota
27.27,BROWN,Minnesota
23.85,CARLTON,Minnesota
16.42,CARVER,Minnesota
21.43,CASS,Minnesota
18.18,CHIPPEWA,Minnesota
25.45,CHISAGO,Minnesota
21.74,CLAY,Minnesota
23.33,CLEARWATER,Minnesota
7.14,COOK,Minnesota
26.09,COTTONWOOD,Minnesota
19.38,CROW WING,Minnesota
23.73,DAKOTA,Minnesota
28.74,DODGE,Minnesota
20.95,DOUGLAS,Minnesota
22.12,FARIBAULT,Minnesota
24.11,FILLMORE,Minnesota
20.99,FREEBORN,Minnesota
27.42,GOODHUE,Minnesota
18.92,GRANT,Minnesota
21.48,HENNEPIN,Minnesota
34.74,HOUSTON,Minnesota
16.06,HUBBARD,Minnesota
20.79,ISANTI,Minnesota
15.24,ITASCA,Minnesota
16.9,JACKSON,Minnesota
21.43,KANABEC,Minnesota
23.7,KANDIYOHI,Minnesota
20.59,KITTSON,Minnesota
14.58,KOOCHICHING,Minnesota
27.27,LAC QUI PARLE,Minnesota
10.53,LAKE,Minnesota
23.33,LAKE OF  WOODS,Minnesota
26.32,LE SUEUR,Minnesota
22.86,LINCOLN,Minnesota
24.18,LYON,Minnesota
27.78,MAHNOMEN,Minnesota
26.92,MARSHALL,Minnesota
26.19,MARTIN,Minnesota
23.88,MC LEOD,Minnesota
18.52,MEEKER,Minnesota
29.51,MILLE LACS,Minnesota
25.98,MORRISON,Minnesota
28.49,MOWER,Minnesota
17.31,MURRAY,Minnesota
29.93,NICOLLET,Minnesota
15.91,NOBLES,Minnesota
26.32,NORMAN,Minnesota
19.73,OLMSTED,Minnesota
18.27,OTTER TAIL,Minnesota
33.33,PENNINGTON,Minnesota
16.46,PINE,Minnesota
28.0,PIPESTONE,Minnesota
19.57,POLK,Minnesota
26.98,POPE,Minnesota
22.15,RAMSEY,Minnesota
26.67,RED LAKE,Minnesota
31.96,REDWOOD,Minnesota
16.05,RENVILLE,Minnesota
15.65,RICE,Minnesota
9.52,ROCK,Minnesota
31.67,ROSEAU,Minnesota
22.32,SCOTT,Minnesota
27.65,SHERBURNE,Minnesota
15.79,SIBLEY,Minnesota
23.11,ST. LOUIS,Minnesota
33.27,STEARNS,Minnesota
29.85,STEELE,Minnesota
17.02,STEVENS,Minnesota
35.82,SWIFT,Minnesota
31.63,TODD,Minnesota
35.71,TRAVERSE,Minnesota
18.18,WABASHA,Minnesota
10.14,WADENA,Minnesota
31.17,WASECA,Minnesota
20.13,WASHINGTON,Minnesota
25.42,WATONWAN,Minnesota
26.92,WILKIN,Minnesota
22.51,WINONA,Minnesota
26.96,WRIGHT,Minnesota
23.08,YELLOW MEDCINE,Minnesota
22.71,ADAMS,Mississippi
24.92,ALCORN,Mississippi
25.88,AMITE,Mississippi
35.45,ATTALA,Mississippi
34.78,BENTON,Mississippi
16.51,BOLIVAR,Mississippi
20.72,CALHOUN,Mississippi
25.4,CARROLL,Mississippi
29.27,CHICKASAW,Mississippi
18.75,CHOCTAW,Mississippi
38.1,CLAIBORNE,Mississippi
18.18,CLARKE,Mississippi
33.8,CLAY,Mississippi
26.5,COAHOMA,Mississippi
18.37,COPIAH,Mississippi
20.0,COVINGTON,Mississippi
26.45,DE SOTO,Mississippi
19.21,FORREST,Mississippi
16.39,FRANKLIN,Mississippi
25.0,GEORGE,Mississippi
18.64,GREENE,Mississippi
20.41,GRENADA,Mississippi
22.09,HANCOCK,Mississippi
19.25,HARRISON,Mississippi
17.99,HINDS,Mississippi
15.96,HOLMES,Mississippi
21.82,HUMPHREYS,Mississippi
0.0,ISSAQUENA,Mississippi
34.31,ITAWAMBA,Mississippi
27.36,JACKSON,Mississippi
28.07,JASPER,Mississippi
23.68,JEFFERSON,Mississippi
14.47,JEFFERSON DAVIS,Mississippi
23.06,JONES,Mississippi
16.67,KEMPER,Mississippi
16.47,LAFAYETTE,Mississippi
21.6,LAMAR,Mississippi
18.4,LAUDERDALE,Mississippi
19.81,LAWRENCE,Mississippi
24.24,LEAKE,Mississippi
20.43,LEE,Mississippi
14.56,LEFLORE,Mississippi
27.03,LINCOLN,Mississippi
21.01,LOWNDES,Mississippi
14.72,MADISON,Mississippi
18.92,MARION,Mississippi
19.51,MARSHALL,Mississippi
19.41,MONROE,Mississippi
17.58,MONTGOMERY,Mississippi
20.35,NESHOBA,Mississippi
19.38,NEWTON,Mississippi
20.0,NOXUBEE,Mississippi
27.31,OKTIBBEHA,Mississippi
29.1,PANOLA,Mississippi
21.2,PEARL RIVER,Mississippi
32.53,PERRY,Mississippi
22.69,PIKE,Mississippi
18.18,PONTOTOC,Mississippi
29.46,PRENTISS,Mississippi
33.33,QUITMAN,Mississippi
16.43,RANKIN,Mississippi
15.89,SCOTT,Mississippi
18.75,SHARKEY,Mississippi
14.77,SIMPSON,Mississippi
17.14,SMITH,Mississippi
26.5,STONE,Mississippi
18.58,SUNFLOWER,Mississippi
18.46,TALLAHATCHIE,Mississippi
24.84,TATE,Mississippi
22.28,TIPPAH,Mississippi
29.0,TISHOMINGO,Mississippi
14.29,TUNICA,Mississippi
18.13,UNION,Mississippi
16.44,WALTHALL,Mississippi
14.52,WARREN,Mississippi
13.78,WASHINGTON,Mississippi
15.91,WAYNE,Mississippi
26.58,WEBSTER,Mississippi
22.22,WILKINSON,Mississippi
16.42,WINSTON,Mississippi
23.21,YALOBUSHA,Mississippi
14.75,YAZOO,Mississippi
19.23,ADAIR,Missouri
26.67,ANDREW,Missouri
18.64,ATCHISON,Missouri
20.75,AUDRAIN,Missouri
22.53,BARRY,Missouri
16.95,BARTON,Missouri
21.25,BATES,Missouri
17.12,BENTON,Missouri
11.54,BOLLINGER,Missouri
14.91,BOONE,Missouri
22.42,BUCHANAN,Missouri
13.96,BUTLER,Missouri
18.57,CALDWELL,Missouri
19.89,CALLAWAY,Missouri
13.59,CAMDEN,Missouri
15.46,CAPE GIRARDEAU,Missouri
12.2,CARROLL,Missouri
11.54,CARTER,Missouri
22.52,CASS,Missouri
27.94,CEDAR,Missouri
8.45,CHARITON,Missouri
28.06,CHRISTIAN,Missouri
16.67,CLARK,Missouri
19.21,CLAY,Missouri
13.79,CLINTON,Missouri
18.81,COLE,Missouri
14.29,COOPER,Missouri
23.08,CRAWFORD,Missouri
23.08,DADE,Missouri
28.79,DALLAS,Missouri
23.81,DAVIESS,Missouri
22.92,DE KALB,Missouri
23.93,DENT,Missouri
25.53,DOUGLAS,Missouri
17.91,DUNKLIN,Missouri
31.3,FRANKLIN,Missouri
23.42,GASCONADE,Missouri
17.39,GENTRY,Missouri
29.7,GREENE,Missouri
21.25,GRUNDY,Missouri
11.83,HARRISON,Missouri
14.38,HENRY,Missouri
10.0,HICKORY,Missouri
7.89,HOLT,Missouri
13.33,HOWARD,Missouri
17.19,HOWELL,Missouri
26.47,IRON,Missouri
24.74,JACKSON,Missouri
25.32,JASPER,Missouri
32.53,JEFFERSON,Missouri
23.19,JOHNSON,Missouri
18.75,KNOX,Missouri
26.21,LACLEDE,Missouri
21.52,LAFAYETTE,Missouri
28.32,LAWRENCE,Missouri
28.38,LEWIS,Missouri
33.94,LINCOLN,Missouri
15.46,LINN,Missouri
18.75,LIVINGSTON,Missouri
16.33,MACON,Missouri
20.43,MADISON,Missouri
23.26,MARIES,Missouri
26.78,MARION,Missouri
24.59,MC DONALD,Missouri
29.17,MERCER,Missouri
14.79,MILLER,Missouri
13.48,MISSISSIPPI,Missouri
18.18,MONITEAU,Missouri
13.89,MONROE,Missouri
22.62,MONTGOMERY,Missouri
12.41,MORGAN,Missouri
17.33,NEW MADRID,Missouri
22.68,NEWTON,Missouri
15.19,NODAWAY,Missouri
16.9,OREGON,Missouri
20.0,OSAGE,Missouri
25.0,OZARK,Missouri
18.07,PEMISCOT,Missouri
17.83,PERRY,Missouri
12.81,PETTIS,Missouri
26.64,PHELPS,Missouri
22.02,PIKE,Missouri
21.22,PLATTE,Missouri
13.76,POLK,Missouri
31.46,PULASKI,Missouri
11.76,PUTNAM,Missouri
15.22,RALLS,Missouri
18.46,RANDOLPH,Missouri
21.18,RAY,Missouri
20.0,REYNOLDS,Missouri
16.88,RIPLEY,Missouri
19.44,SALINE,Missouri
27.78,SCHUYLER,Missouri
15.15,SCOTLAND,Missouri
17.88,SCOTT,Missouri
15.79,SHANNON,Missouri
16.39,SHELBY,Missouri
27.6,ST. CHARLES,Missouri
29.03,ST. CLAIR,Missouri
24.92,ST. FRANCOIS,Missouri
27.01,ST. LOUIS,Missouri
25.84,ST. LOUIS CITY,Missouri
26.73,STE. GENEVIEVE,Missouri
15.46,STODDARD,Missouri
28.02,STONE,Missouri
12.0,SULLIVAN,Missouri
20.16,TANEY,Missouri
19.48,TEXAS,Missouri
17.82,VERNON,Missouri
26.17,WARREN,Missouri
28.3,WASHINGTON,Missouri
9.0,WAYNE,Missouri
24.67,WEBSTER,Missouri
21.74,WORTH,Missouri
24.71,WRIGHT,Missouri
22.47,BEAVERHEAD,Montana
12.5,BIG HORN,Montana
17.65,BLAINE,Montana
15.25,BROADWATER,Montana
16.44,CARBON,Montana
9.09,CARTER,Montana
17.98,CASCADE,Montana
12.82,CHOUTEAU,Montana
23.66,CUSTER,Montana
18.75,DANIELS,Montana
11.76,DAWSON,Montana
25.0,DEER LODGE,Montana
11.76,FALLON,Montana
22.32,FERGUS,Montana
15.19,FLATHEAD,Montana
10.6,GALLATIN,Montana
0.0,GARFIELD,Montana
16.07,GLACIER,Montana
22.22,GOLDEN VALLEY,Montana
14.29,GRANITE,Montana
12.5,HILL,Montana
14.46,JEFFERSON,Montana
9.52,JUDITH BASIN,Montana
14.37,LAKE,Montana
17.83,LEWIS AND CLARK,Montana
7.14,LIBERTY,Montana
10.06,LINCOLN,Montana
12.09,MADISON,Montana
25.0,MCCONE,Montana
22.22,MEAGHER,Montana
14.89,MINERAL,Montana
12.38,MISSOULA,Montana
19.23,MUSSELSHELL,Montana
11.97,PARK,Montana
0.0,PETROLEUM,Montana
13.89,PHILLIPS,Montana
16.98,PONDERA,Montana
8.33,POWDER RIVER,Montana
23.68,POWELL,Montana
0.0,PRAIRIE,Montana
9.19,RAVALLI,Montana
21.43,RICHLAND,Montana
19.15,ROOSEVELT,Montana
16.67,ROSEBUD,Montana
8.7,SANDERS,Montana
14.29,SHERIDAN,Montana
16.9,SILVER BOW,Montana
13.43,STILLWATER,Montana
19.35,SWEET GRASS,Montana
11.9,TETON,Montana
12.0,TOOLE,Montana
16.67,TREASURE,Montana
24.29,VALLEY,Montana
6.25,WHEATLAND,Montana
0.0,WIBAUX,Montana
22.2,YELLOWSTONE,Montana
27.23,ADAMS,Nebraska
12.9,ANTELOPE,Nebraska
50.0,ARTHUR,Nebraska
0.0,BANNER,Nebraska
20.0,BLAINE,Nebraska
25.0,BOONE,Nebraska
12.82,BOX BUTTE,Nebraska
9.68,BOYD,Nebraska
11.54,BROWN,Nebraska
25.84,BUFFALO,Nebraska
20.34,BURT,Nebraska
16.92,BUTLER,Nebraska
26.0,CASS,Nebraska
13.04,CEDAR,Nebraska
16.67,CHASE,Nebraska
9.09,CHERRY,Nebraska
15.58,CHEYENNE,Nebraska
28.38,CLAY,Nebraska
37.84,COLFAX,Nebraska
13.04,CUMING,Nebraska
22.45,CUSTER,Nebraska
18.0,DAKOTA,Nebraska
2.38,DAWES,Nebraska
24.03,DAWSON,Nebraska
5.26,DEUEL,Nebraska
16.67,DIXON,Nebraska
22.07,DODGE,Nebraska
22.65,DOUGLAS,Nebraska
13.04,DUNDY,Nebraska
20.0,FILLMORE,Nebraska
20.0,FRANKLIN,Nebraska
17.65,FRONTIER,Nebraska
10.42,FURNAS,Nebraska
21.91,GAGE,Nebraska
11.76,GARDEN,Nebraska
9.52,GARFIELD,Nebraska
6.67,GOSPER,Nebraska
9.09,GRANT,Nebraska
6.9,GREELEY,Nebraska
20.77,HALL,Nebraska
17.02,HAMILTON,Nebraska
13.79,HARLAN,Nebraska
11.76,HITCHCOCK,Nebraska
19.32,HOLT,Nebraska
25.0,HOOKER,Nebraska
23.81,HOWARD,Nebraska
22.95,JEFFERSON,Nebraska
20.51,JOHNSON,Nebraska
23.64,KEARNEY,Nebraska
10.99,KEITH,Nebraska
12.5,KEYA PAHA,Nebraska
24.24,KIMBALL,Nebraska
22.73,KNOX,Nebraska
22.33,LANCASTER,Nebraska
21.12,LINCOLN,Nebraska
33.33,LOGAN,Nebraska
25.0,LOUP,Nebraska
19.73,MADISON,Nebraska
33.33,MC PHERSON,Nebraska
20.29,MERRICK,Nebraska
17.14,MORRILL,Nebraska
21.21,NANCE,Nebraska
17.54,NEMAHA,Nebraska
28.0,NUCKOLLS,Nebraska
18.69,OTOE,Nebraska
27.59,PAWNEE,Nebraska
15.0,PERKINS,Nebraska
10.45,PHELPS,Nebraska
17.31,PIERCE,Nebraska
35.19,PLATTE,Nebraska
13.64,POLK,Nebraska
14.94,RED WILLOW,Nebraska
14.77,RICHARDSON,Nebraska
23.08,ROCK,Nebraska
25.0,SALINE,Nebraska
21.51,SARPY,Nebraska
16.36,SAUNDERS,Nebraska
17.8,SCOTT BLUFF,Nebraska
14.62,SEWARD,Nebraska
14.04,SHERIDAN,Nebraska
14.81,SHERMAN,Nebraska
0.0,SIOUX,Nebraska
17.39,STANTON,Nebraska
17.31,THAYER,Nebraska
60.0,THOMAS,Nebraska
19.35,THURSTON,Nebraska
19.57,VALLEY,Nebraska
20.0,WASHINGTON,Nebraska
10.26,WAYNE,Nebraska
21.21,WEBSTER,Nebraska
12.5,WHEELER,Nebraska
16.98,YORK,Nebraska
21.56,CARSON CITY,Nevada
26.22,CHURCHILL,Nevada
27.15,CLARK,Nevada
18.3,DOUGLAS,Nevada
17.0,ELKO,Nevada
11.11,ESMERALDA,Nevada
28.57,EUREKA,Nevada
14.95,HUMBOLDT,Nevada
13.79,LANDER,Nevada
14.0,LINCOLN,Nevada
19.09,LYON,Nevada
26.32,MINERAL,Nevada
32.95,NYE,Nevada
30.0,PERSHING,Nevada
30.77,STOREY,Nevada
21.03,WASHOE,Nevada
13.04,WHITE PINE,Nevada
14.84,BELKNAP,New Hampshire
17.63,CARROLL,New Hampshire
15.88,CHESHIRE,New Hampshire
17.41,COOS,New Hampshire
16.8,GRAFTON,New Hampshire
20.67,HILLSBOROUGH,New Hampshire
16.23,MERRIMACK,New Hampshire
20.69,ROCKINGHAM,New Hampshire
20.31,STRAFFORD,New Hampshire
13.64,SULLIVAN,New Hampshire
25.37,ATLANTIC,New Jersey
19.4,BERGEN,New Jersey
23.22,BURLINGTON,New Jersey
25.52,CAMDEN,New Jersey
19.49,CAPE MAY,New Jersey
